Level 1,Level 2 ,Cell Type ,Effect ID,Experiment ID,Term,platform_id,comparison_id,Estimate,-log(FDR),stage,Group Size,Disease Name,fdr
Stromal,Endothelial cell,capillary endothelial cell,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,-0.003247584,3.435086147,datasets,93 | 20,atopic,0.000367209
Stromal,Endothelial cell,lymphatic endothelial cell,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,-0.001715492,2.124843768,datasets,93 | 20,atopic,0.007501640
Stromal,Endothelial cell,vein endothelial cell,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,1.414773555e-07,0.284850978,datasets,93 | 20,atopic,0.518978089
Stromal,Endothelial cell,artery endothelial cell,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,4.309653312e-07,0.154906729,datasets,93 | 20,atopic,0.699992313
Stromal,Fibroblast,structural skin fibroblast,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,-0.018842633,7.854647863,datasets,93 | 20,atopic,1.397501031e-08
Stromal,Fibroblast,inflammatory skin fibroblast,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,0.005534629,6.253935928,datasets,93 | 20,atopic,5.572679574e-07
Stromal,Fibroblast,fibroblast,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,-0.013310857,5.866971625,datasets,93 | 20,atopic,1.358402196e-06
Stromal,Stromal cell,pericyte,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,-0.002457630,5.020697625,datasets,93 | 20,atopic,9.534597737e-06
Stromal,Stromal cell,noncontractile pericyte,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,-0.000506437,2.629157808,datasets,93 | 20,atopic,0.002348779
,,contractile pericyte,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,-0.021746653,0.203504016,datasets,8 | 8,atopic,0.625887076
Epithelial,Epithelial cell,melanocyte,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,-0.029583346,0.663471729,datasets,8 | 8,atopic,0.217034248
Epithelial,Epithelial cell,prickle cell,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,-0.036507918,0.663471729,datasets,8 | 8,atopic,0.217034248
Epithelial,Epithelial cell,keratinocyte,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,-0.034771818,0.228557208,datasets,8 | 8,atopic,0.590803136
Epithelial,Epithelial cell,granular cell of epidermis,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,0.001816482,0.203504016,datasets,8 | 8,atopic,0.625887076
Epithelial,Epithelial cell,basal cell of epidermis,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,-0.011323862,0.057637228,datasets,8 | 8,atopic,0.875714966
Immune,B cell,plasma cell,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,-0.000812901,0.797542310,datasets,8 | 8,atopic,0.159388759
Immune,B cell,B cell,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,-0.000812901,0.797542310,datasets,8 | 8,atopic,0.159388759
Immune,Dendritic cell,Langerhans cell,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,0.007012778,0.901406020,datasets,8 | 8,atopic,0.125485625
Immune,Dendritic cell,migratory conventional dendritic cell,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,0.000240243,0.901406020,datasets,8 | 8,atopic,0.125485625
Immune,Dendritic cell,dendritic cell,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,0.030512286,0.651885844,datasets,8 | 8,atopic,0.222902098
Immune,Dendritic cell,conventional dendritic cell 2,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,0.014923309,0.493418234,datasets,8 | 8,atopic,0.321056721
Immune,Granulocyte,mast cell,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,0.001000789,0.156965973,datasets,8 | 8,atopic,0.696681097
Immune,Granulocyte,granulocyte,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,0.001000789,0.156965973,datasets,8 | 8,atopic,0.696681097
Immune,Innate lymphoid cell,natural killer cell,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,-0.015565323,0.663471729,datasets,8 | 8,atopic,0.217034248
Immune,Innate lymphoid cell,innate lymphoid cell,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,8.142895326e-06,0.434044603,datasets,8 | 8,atopic,0.368091168
Immune,Macrophage,macrophage,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,0.017716798,0.998316033,datasets,8 | 8,atopic,0.100388500
Immune,Monocyte,monocyte,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,1.561131219e-08,0.156965973,datasets,8 | 8,atopic,0.696681097
Immune,T cell,CD8+ T cell,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,0.000148097,0.663471729,datasets,8 | 8,atopic,0.217034248
Immune,T cell,resident memory CD8+ T cell,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,0.000147827,0.663471729,datasets,8 | 8,atopic,0.217034248
Immune,T cell,effector memory CD8+ T cell,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,1.194405157e-07,0.663471729,datasets,8 | 8,atopic,0.217034248
Immune,T cell,regulatory T cell,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,0.031099904,0.377133995,datasets,8 | 8,atopic,0.419629493
Immune,T cell,CD4+ memory T cell,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,-0.008356767,0.324519340,datasets,8 | 8,atopic,0.473675214
Immune,T cell,CD4+ T cell,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,0.008794093,0.228557208,datasets,8 | 8,atopic,0.590803136
Stromal,Endothelial cell,lymphatic endothelial cell,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,0.042537283,0.162859106,datasets,8 | 8,atopic,0.687291375
Stromal,Endothelial cell,artery endothelial cell,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,3.380250510e-09,0.121105701,datasets,8 | 8,atopic,0.756648715
Stromal,Endothelial cell,endothelial cell,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,0.023366109,0.043304589,datasets,8 | 8,atopic,0.905097596
Stromal,Endothelial cell,capillary endothelial cell,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,-0.003917263,0.043304589,datasets,8 | 8,atopic,0.905097596
Stromal,Endothelial cell,vein endothelial cell,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,2.596582300e-09,0.018122634,datasets,8 | 8,atopic,0.959129759
Stromal,Fibroblast,structural skin fibroblast,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,0.092764234,0.651885844,datasets,8 | 8,atopic,0.222902098
Stromal,Fibroblast,fibroblast,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,0.092763901,0.651885844,datasets,8 | 8,atopic,0.222902098
Stromal,Fibroblast,inflammatory skin fibroblast,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,-1.405560240e-08,0.057637228,datasets,8 | 8,atopic,0.875714966
Stromal,Stromal cell,noncontractile pericyte,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,-0.013640749,0.901406020,datasets,8 | 8,atopic,0.125485625
Stromal,Stromal cell,pericyte,AD,GSE147424,DZ_vs_HC,skin_v1,AD__GSE147424__GPL16791__AD_vs_HC,-0.044908102,0.734777848,datasets,8 | 8,atopic,0.184171384
,,contractile pericyte,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,-0.002745060,0.364442634,datasets,24 | 5,atopic,0.432073236
Epithelial,Epithelial cell,granular cell of epidermis,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,0.010377322,0.364442634,datasets,24 | 5,atopic,0.432073236
Epithelial,Epithelial cell,keratinocyte,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,0.012638398,0.242007295,datasets,24 | 5,atopic,0.572786409
Epithelial,Epithelial cell,melanocyte,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,-0.001986069,0.139856330,datasets,24 | 5,atopic,0.724675653
Epithelial,Epithelial cell,prickle cell,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,-0.000434670,0.054535507,datasets,24 | 5,atopic,0.881991689
Epithelial,Epithelial cell,basal cell of epidermis,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,-1.654238554e-05,0,datasets,24 | 5,atopic,1
Immune,B cell,plasma cell,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,-0.000108198,0.041858064,datasets,24 | 5,atopic,0.908117272
Immune,B cell,B cell,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,-0.000108198,0.041858064,datasets,24 | 5,atopic,0.908117272
Immune,Dendritic cell,migratory conventional dendritic cell,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,0.000603733,0.139856330,datasets,24 | 5,atopic,0.724675653
Immune,Dendritic cell,Langerhans cell,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,-0.000181734,0.074776420,datasets,24 | 5,atopic,0.841828414
Immune,Dendritic cell,conventional dendritic cell 2,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,0.000170241,0.033095211,datasets,24 | 5,atopic,0.926626655
Immune,Dendritic cell,dendritic cell,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,-8.648970723e-05,0,datasets,24 | 5,atopic,1
Immune,Granulocyte,mast cell,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,-0.000210780,0.139856330,datasets,24 | 5,atopic,0.724675653
Immune,Granulocyte,granulocyte,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,-0.000210780,0.139856330,datasets,24 | 5,atopic,0.724675653
Immune,Innate lymphoid cell,natural killer cell,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,-0.000538158,0.054535507,datasets,24 | 5,atopic,0.881991689
Immune,Innate lymphoid cell,innate lymphoid cell,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,3.982793614e-05,0.024840041,datasets,24 | 5,atopic,0.944408656
Immune,Macrophage,macrophage,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,0.003910160,0.242007295,datasets,24 | 5,atopic,0.572786409
Immune,Monocyte,monocyte,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,3.175684804e-08,0.312979608,datasets,24 | 5,atopic,0.486430045
Immune,T cell,CD4+ memory T cell,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,0.000769261,0.364442634,datasets,24 | 5,atopic,0.432073236
Immune,T cell,CD4+ T cell,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,0.000851239,0.242007295,datasets,24 | 5,atopic,0.572786409
Immune,T cell,CD8+ T cell,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,2.810979061e-05,0.242007295,datasets,24 | 5,atopic,0.572786409
Immune,T cell,effector memory CD8+ T cell,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,2.808981042e-05,0.242007295,datasets,24 | 5,atopic,0.572786409
Immune,T cell,resident memory CD8+ T cell,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,2.338399116e-08,0.127622987,datasets,24 | 5,atopic,0.745378759
Immune,T cell,regulatory T cell,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,0.000262678,0.074776420,datasets,24 | 5,atopic,0.841828414
Stromal,Endothelial cell,capillary endothelial cell,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,0.003267061,0.364442634,datasets,24 | 5,atopic,0.432073236
Stromal,Endothelial cell,vein endothelial cell,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,-1.242264340e-07,0.242007295,datasets,24 | 5,atopic,0.572786409
Stromal,Endothelial cell,lymphatic endothelial cell,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,-0.002132541,0.242007295,datasets,24 | 5,atopic,0.572786409
Stromal,Endothelial cell,artery endothelial cell,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,0.000274264,0.189856540,datasets,24 | 5,atopic,0.645867542
Stromal,Endothelial cell,endothelial cell,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,0.000741985,0.044995218,datasets,24 | 5,atopic,0.901581064
Stromal,Fibroblast,fibroblast,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,-0.015711720,0.364442634,datasets,24 | 5,atopic,0.432073236
Stromal,Fibroblast,structural skin fibroblast,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,-0.016137976,0.364442634,datasets,24 | 5,atopic,0.432073236
Stromal,Fibroblast,inflammatory skin fibroblast,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,0.000564192,0.041858064,datasets,24 | 5,atopic,0.908117272
Stromal,Stromal cell,pericyte,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,-0.003029059,0.364442634,datasets,24 | 5,atopic,0.432073236
Stromal,Stromal cell,noncontractile pericyte,AD,GSE153007,DZ_vs_HC,skin_v1,AD__GSE153007__GPL6480__AD_vs_HC,-0.000467747,0.242007295,datasets,24 | 5,atopic,0.572786409
,,contractile pericyte,AD,meta,DZ_vs_HC,,,-0.501770728,1.849925307,meta,|,atopic,0.014127805
Epithelial,Epithelial cell,melanocyte,AD,meta,DZ_vs_HC,,,-0.785755886,3.715538963,meta,|,atopic,0.000192513
Epithelial,Epithelial cell,granular cell of epidermis,AD,meta,DZ_vs_HC,,,0.180754998,0.475126429,meta,|,atopic,0.334867940
Epithelial,Epithelial cell,keratinocyte,AD,meta,DZ_vs_HC,,,0.104002806,0.164849403,meta,|,atopic,0.684148843
Epithelial,Epithelial cell,prickle cell,AD,meta,DZ_vs_HC,,,-0.030990631,0.011981538,meta,|,atopic,0.972788578
Epithelial,Epithelial cell,basal cell of epidermis,AD,meta,DZ_vs_HC,,,-0.040610559,0.011981538,meta,|,atopic,0.972788578
Immune,B cell,plasma cell,AD,meta,DZ_vs_HC,,,-0.318971218,2.096028079,meta,|,atopic,0.008016262
Immune,B cell,B cell,AD,meta,DZ_vs_HC,,,-0.318971218,2.096028079,meta,|,atopic,0.008016262
Immune,Dendritic cell,conventional dendritic cell 2,AD,meta,DZ_vs_HC,,,0.782722071,1.931202413,meta,|,atopic,0.011716492
Immune,Dendritic cell,Langerhans cell,AD,meta,DZ_vs_HC,,,-0.408360159,1.363829435,meta,|,atopic,0.043268373
Immune,Dendritic cell,dendritic cell,AD,meta,DZ_vs_HC,,,0.445840616,1.120551118,meta,|,atopic,0.075761555
Immune,Dendritic cell,migratory conventional dendritic cell,AD,meta,DZ_vs_HC,,,-0.027584173,0.011981538,meta,|,atopic,0.972788578
Immune,Granulocyte,mast cell,AD,meta,DZ_vs_HC,,,-0.541921281,2.438244301,meta,|,atopic,0.003645488
Immune,Granulocyte,granulocyte,AD,meta,DZ_vs_HC,,,-0.541921281,2.438244301,meta,|,atopic,0.003645488
Immune,Innate lymphoid cell,natural killer cell,AD,meta,DZ_vs_HC,,,0.239714751,0.441265383,meta,|,atopic,0.362021712
Immune,Innate lymphoid cell,innate lymphoid cell,AD,meta,DZ_vs_HC,,,0.025911724,0.011981538,meta,|,atopic,0.972788578
Immune,Macrophage,macrophage,AD,meta,DZ_vs_HC,,,1.159831563,22.349967369,meta,|,atopic,4.467171552e-23
Immune,Monocyte,monocyte,AD,meta,DZ_vs_HC,,,0.013670997,0.011981538,meta,|,atopic,0.972788578
Immune,T cell,regulatory T cell,AD,meta,DZ_vs_HC,,,1.060881430,18.607689365,meta,|,atopic,2.467803836e-19
Immune,T cell,CD4+ T cell,AD,meta,DZ_vs_HC,,,1.019936574,6.429708094,meta,|,atopic,3.717850362e-07
Immune,T cell,CD4+ memory T cell,AD,meta,DZ_vs_HC,,,0.568124080,1.033301410,meta,|,atopic,0.092618681
Immune,T cell,resident memory CD8+ T cell,AD,meta,DZ_vs_HC,,,0.208277436,0.841114624,meta,|,atopic,0.144173478
Immune,T cell,CD8+ T cell,AD,meta,DZ_vs_HC,,,0.180813311,0.554105412,meta,|,atopic,0.279186612
Immune,T cell,effector memory CD8+ T cell,AD,meta,DZ_vs_HC,,,0.067325937,0.052753193,meta,|,atopic,0.885618760
Stromal,Endothelial cell,lymphatic endothelial cell,AD,meta,DZ_vs_HC,,,-0.735428520,9.873855151,meta,|,atopic,1.337041381e-10
Stromal,Endothelial cell,capillary endothelial cell,AD,meta,DZ_vs_HC,,,0.582717067,1.323484801,meta,|,atopic,0.047480491
Stromal,Endothelial cell,vein endothelial cell,AD,meta,DZ_vs_HC,,,0.074096356,0.166690941,meta,|,atopic,0.681253991
Stromal,Endothelial cell,artery endothelial cell,AD,meta,DZ_vs_HC,,,-0.011127359,0.011981538,meta,|,atopic,0.972788578
Stromal,Endothelial cell,endothelial cell,AD,meta,DZ_vs_HC,,,-0.008957276,0.002377858,meta,|,atopic,0.994539742
Stromal,Fibroblast,structural skin fibroblast,AD,meta,DZ_vs_HC,,,-0.927919218,2.994145090,meta,|,atopic,0.001013573
Stromal,Fibroblast,fibroblast,AD,meta,DZ_vs_HC,,,-0.769703783,2.737752279,meta,|,atopic,0.001829143
Stromal,Fibroblast,inflammatory skin fibroblast,AD,meta,DZ_vs_HC,,,0.558988840,1.849925307,meta,|,atopic,0.014127805
Stromal,Stromal cell,pericyte,AD,meta,DZ_vs_HC,,,-0.363873305,0.846268651,meta,|,atopic,0.142472600
Stromal,Stromal cell,noncontractile pericyte,AD,meta,DZ_vs_HC,,,8.296974385e-05,0.000154969,meta,|,atopic,0.999643235
